chunk_id,parent_doc_id,chunk_index,chunk_text,doc_type,source_document,source_section,product_name,product_code,sku,tags,keywords,category,confidence,source_reference,notes
intent_1,dayjoy_master_intent_dataset,1,Q: What is Multivitamins Tablets? A: Multivitamins Tablets is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Multivitamins Tablets,DJP1094,DJ-HEA-0095,informational;product_info,what is multivitamins tablets,informational,high,Products Master,
intent_81,dayjoy_master_intent_dataset,81,"Q: Which product is good for Reduced amount of urine? A: Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for reduced amount of,recommendation,high,Recommendation Chart,
intent_82,dayjoy_master_intent_dataset,82,"Q: Which product is good for Dry Skin? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for dry skin,recommendation,high,Recommendation Chart,
intent_83,dayjoy_master_intent_dataset,83,"Q: I have Difficulty bending the foot, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty bending the foot. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have difficulty bending the foot what should,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_84,dayjoy_master_intent_dataset,84,Q: Tell me about Adila Forte (30 Tab) A: This is a premium product under Curind.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Adila Forte (30 Tab),DJP1068,DJ-HEA-0069,informational;product_discovery,tell me about adila forte 30 tab,informational,high,Products Master,
intent_85,dayjoy_master_intent_dataset,85,Q: How do I join Dayjoy? A: You can join by purchasing products through an existing Independent Distributor or via the official website.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,business,,,,business;joining,how do i join dayjoy,business,high,Dayjoy Brochure / Loyalty Program,
intent_86,dayjoy_master_intent_dataset,86,"Q: I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take? A: Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have slimy mucus in your underwear or,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_87,dayjoy_master_intent_dataset,87,Q: How much BV for Dhaniya Powder (500g)? A: The Business Volume (BV) is 30.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,pricing;bv,how much bv for dhaniya powder 500g,pricing,high,Price List,
intent_88,dayjoy_master_intent_dataset,88,"Q: Which product is good for Lack of Energy? A: Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for lack of energy,recommendation,high,Recommendation Chart,
intent_89,dayjoy_master_intent_dataset,89,Q: Is Adicardial (120 Tab) a food product? A: It is categorized under HEALTH CARE.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,informational;product_category,is adicardial 120 tab a food product,informational,high,Products Master,
intent_90,dayjoy_master_intent_dataset,90,Q: DP of DJP1074 A: The Distributor Price (DP) is ₹99.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,pricing;dp,dp of djp1074,pricing,high,Price List,
intent_91,dayjoy_master_intent_dataset,91,Q: Tell me about Nano Tech-19 (500ml) A: This is a premium product under HappyGrow.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,informational;product_discovery,tell me about nano tech 19 500ml,informational,high,Products Master,
intent_92,dayjoy_master_intent_dataset,92,"Q: I have Joint Stiffness & Noises (Crepitations), what should I take? A: Dayjoy suggests ORTHOFIX TABLET for Joint Stiffness & Noises (Crepitations). This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have joint stiffness noises crepitations what should,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_93,dayjoy_master_intent_dataset,93,"Q: Do you have Milk Bath Soap (Pack of 3) (100g)? A: Yes, Milk Bath Soap (Pack of 3) (100g) is available. Code: DJP1039",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,transactional;availability,do you have milk bath soap pack of,transactional,high,Products Master,
intent_94,dayjoy_master_intent_dataset,94,Q: What is the MRP of Gold Facial Kit? A: The MRP is ₹449.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Gold Facial Kit,DJP1058,DJ-SKI-0059,pricing;mrp,what is the mrp of gold facial kit,pricing,high,Price List,
intent_95,dayjoy_master_intent_dataset,95,Q: How much is in one pack of N-SF 10.5 Mineraliser? A: The pack size is nan.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,informational;pack_size,how much is in one pack of n,informational,high,Products Master,
intent_96,dayjoy_master_intent_dataset,96,Q: DP of DJP1127 A: The Distributor Price (DP) is ₹949.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,pricing;dp,dp of djp1127,pricing,high,Price List,
intent_97,dayjoy_master_intent_dataset,97,"Q: Which product is good for Fatigue? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for fatigue,recommendation,high,Recommendation Chart,
intent_98,dayjoy_master_intent_dataset,98,"Q: I have Disturbed Concentration, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have disturbed concentration what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_99,dayjoy_master_intent_dataset,99,Q: How much BV for Face Serum (30ml)? A: The Business Volume (BV) is 170.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Face Serum (30ml),DJP1057,DJ-SKI-0058,pricing;bv,how much bv for face serum 30ml,pricing,high,Price List,
intent_100,dayjoy_master_intent_dataset,100,Q: Is Milk Bath Soap (100g) a food product? A: It is categorized under PERSONAL CARE.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Milk Bath Soap (100g),DJP1038,DJ-PER-0039,informational;product_category,is milk bath soap 100g a food product,informational,high,Products Master,
intent_101,dayjoy_master_intent_dataset,101,"Q: Which product is good for Weakness? A: Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for weakness,recommendation,high,Recommendation Chart,
intent_102,dayjoy_master_intent_dataset,102,"Q: Which product is good for Poor Nail Health? A: Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for poor nail health,recommendation,high,Recommendation Chart,
intent_103,dayjoy_master_intent_dataset,103,Q: Is Dayjoy Pin a food product? A: It is categorized under PROMOTION TOOLS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Dayjoy Pin,DJP1152,DJ-PRO-0153,informational;product_category,is dayjoy pin a food product,informational,high,Products Master,
intent_104,dayjoy_master_intent_dataset,104,"Q: I have Cough, Cold and Fever, what should I take? A: Dayjoy suggests HIENERGY TABLETS for Cough, Cold and Fever. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have cough cold and fever what should,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_105,dayjoy_master_intent_dataset,105,"Q: Which product is good for Skin Sensitivity? A: Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for skin sensitivity,recommendation,high,Recommendation Chart,
intent_106,dayjoy_master_intent_dataset,106,Q: Is New Dayjoy Product Brochure (Telugu) a food product? A: It is categorized under PROMOTION TOOLS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,informational;product_category,is new dayjoy product brochure telugu a food,informational,high,Products Master,
intent_107,dayjoy_master_intent_dataset,107,Q: How much is in one pack of Bio-Germanium & Magnetic Mattress (Pack of 2)? A: The pack size is Pack of 2.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,informational;pack_size,how much is in one pack of bio,informational,high,Products Master,
intent_108,dayjoy_master_intent_dataset,108,"Q: Which product is good for Dizziness or Light Headedness? A: Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for dizziness or light,recommendation,high,Recommendation Chart,
intent_109,dayjoy_master_intent_dataset,109,Q: What is Ecofriendly Toothbrush (Pack of 2)? A: Ecofriendly Toothbrush (Pack of 2) is a PERSONAL CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,informational;product_info,what is ecofriendly toothbrush pack of 2,informational,high,Products Master,
intent_110,dayjoy_master_intent_dataset,110,"Q: Do you have Astheal Cough Syrup (100ml)? A: Yes, Astheal Cough Syrup (100ml) is available. Code: DJP1074",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,transactional;availability,do you have astheal cough syrup 100ml,transactional,high,Products Master,
intent_111,dayjoy_master_intent_dataset,111,"Q: Which product is good for Extreme Hunger? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for extreme hunger,recommendation,high,Recommendation Chart,
intent_112,dayjoy_master_intent_dataset,112,Q: How much is in one pack of AgeX Anti-Ageing Night Cream (50gm)? A: The pack size is 50gm.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,AgeX Anti-Ageing Night Cream (50gm),DJP1061,DJ-SKI-0062,informational;pack_size,how much is in one pack of agex,informational,high,Products Master,
intent_113,dayjoy_master_intent_dataset,113,Q: How much BV for Mirchi Powder (500g)? A: The Business Volume (BV) is 50.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,pricing;bv,how much bv for mirchi powder 500g,pricing,high,Price List,
intent_114,dayjoy_master_intent_dataset,114,Q: What if my product arrives damaged? A: Notify Dayjoy within 24 hours of receipt of the shipment.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,what if my product arrives damaged,policy,high,Shipping/Refund Policy,
intent_115,dayjoy_master_intent_dataset,115,Q: Is Dayjoy Car Sticker a food product? A: It is categorized under PROMOTION TOOLS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,informational;product_category,is dayjoy car sticker a food product,informational,high,Products Master,
intent_116,dayjoy_master_intent_dataset,116,Q: Is Daily Tea (250g) a food product? A: It is categorized under FOOD PRODUCTS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Daily Tea (250g),DJP1003,DJ-FOO-0004,informational;product_category,is daily tea 250g a food product,informational,high,Products Master,
intent_117,dayjoy_master_intent_dataset,117,Q: Tell me about Luxwash Handwash (250ml) A: This is a premium product under Wild Muse.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Luxwash Handwash (250ml),DJP1036,DJ-PER-0037,informational;product_discovery,tell me about luxwash handwash 250ml,informational,high,Products Master,
intent_118,dayjoy_master_intent_dataset,118,Q: How do I get a refund? A: Refunds for returned products are processed to the original bank account or payment method after inspection.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,how do i get a refund,policy,high,Shipping/Refund Policy,
intent_119,dayjoy_master_intent_dataset,119,"Q: Do you have JoyProtect (500ml)? A: Yes, JoyProtect (500ml) is available. Code: DJP1134",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,JoyProtect (500ml),DJP1134,DJ-AGR-0135,transactional;availability,do you have joyprotect 500ml,transactional,high,Products Master,
intent_120,dayjoy_master_intent_dataset,120,"Q: I have Dry Eye, what should I take? A: Dayjoy suggests EYE ELIXIR DROPS for Dry Eye. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dry eye what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_121,dayjoy_master_intent_dataset,121,Q: Is Adicardial Syrup (500ml) a food product? A: It is categorized under HEALTH CARE.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Adicardial Syrup (500ml),DJP1067,DJ-HEA-0068,informational;product_category,is adicardial syrup 500ml a food product,informational,high,Products Master,
intent_122,dayjoy_master_intent_dataset,122,Q: How long is delivery? A: The average time for delivery is between 2 - 7 days depending on location.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,how long is delivery,policy,high,Shipping/Refund Policy,
intent_123,dayjoy_master_intent_dataset,123,Q: Is Haldi Chandan Facewash (60ml) a food product? A: It is categorized under PERSONAL CARE.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,informational;product_category,is haldi chandan facewash 60ml a food product,informational,high,Products Master,
intent_124,dayjoy_master_intent_dataset,124,"Q: Do you have Seabuckthron Cleanser (30g)? A: Yes, Seabuckthron Cleanser (30g) is available. Code: DJP1046",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,transactional;availability,do you have seabuckthron cleanser 30g,transactional,high,Products Master,
intent_125,dayjoy_master_intent_dataset,125,Q: How much is in one pack of ELITE PACKAGE? A: The pack size is nan.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,ELITE PACKAGE,DJP1166,DJ-COM-0167,informational;pack_size,how much is in one pack of elite,informational,high,Products Master,
