chunk_id,parent_doc_id,chunk_index,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,source_document,source_section,page_number,document_type,tags,keywords,categories
dayjoy_master_intent_dataset_74,dayjoy_master_intent_dataset,74,Are New Dayjoy Product Brochure (Hindi) and Orthofix Oil (100ml) the same?,"No, New Dayjoy Product Brochure (Hindi) is in PROMOTION TOOLS while Orthofix Oil (100ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are new dayjoy product brochure hindi and orthofix,comparison
dayjoy_master_intent_dataset_75,dayjoy_master_intent_dataset,75,DP of DJP1035,The Distributor Price (DP) is ₹91.0.,pricing,dp,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1035,pricing
dayjoy_master_intent_dataset_76,dayjoy_master_intent_dataset,76,Tell me about Orthofix Oil (100ml),This is a premium product under Curind.,informational,product_discovery,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about orthofix oil 100ml,informational
dayjoy_master_intent_dataset_77,dayjoy_master_intent_dataset,77,"I have Tenderness, what should I take?","Dayjoy suggests ORTHOFIX TABLET for Tenderness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have tenderness what should i take,health-condition
dayjoy_master_intent_dataset_78,dayjoy_master_intent_dataset,78,Is Quick 6 Pain Relief Gel (30g) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is quick 6 pain relief gel 30g a,informational
dayjoy_master_intent_dataset_79,dayjoy_master_intent_dataset,79,How much is in one pack of Daily Tea (500g)?,The pack size is 500g.,informational,pack_size,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of daily,informational
dayjoy_master_intent_dataset_80,dayjoy_master_intent_dataset,80,Which product is good for Palpitations?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for palpitations,recommendation
dayjoy_master_intent_dataset_81,dayjoy_master_intent_dataset,81,Which product is good for Reduced amount of urine?,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for reduced amount of,recommendation
dayjoy_master_intent_dataset_82,dayjoy_master_intent_dataset,82,Which product is good for Dry Skin?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for dry skin,recommendation
dayjoy_master_intent_dataset_83,dayjoy_master_intent_dataset,83,"I have Difficulty bending the foot, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty bending the foot. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have difficulty bending the foot what should,health-condition
dayjoy_master_intent_dataset_84,dayjoy_master_intent_dataset,84,Tell me about Adila Forte (30 Tab),This is a premium product under Curind.,informational,product_discovery,Adila Forte (30 Tab),DJP1068,DJ-HEA-0069,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about adila forte 30 tab,informational
dayjoy_master_intent_dataset_85,dayjoy_master_intent_dataset,85,How do I join Dayjoy?,You can join by purchasing products through an existing Independent Distributor or via the official website.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,how do i join dayjoy,business
dayjoy_master_intent_dataset_86,dayjoy_master_intent_dataset,86,"I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take?","Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have slimy mucus in your underwear or,health-condition
dayjoy_master_intent_dataset_87,dayjoy_master_intent_dataset,87,How much BV for Dhaniya Powder (500g)?,The Business Volume (BV) is 30.0.,pricing,bv,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for dhaniya powder 500g,pricing
dayjoy_master_intent_dataset_88,dayjoy_master_intent_dataset,88,Which product is good for Lack of Energy?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for lack of energy,recommendation
dayjoy_master_intent_dataset_89,dayjoy_master_intent_dataset,89,Is Adicardial (120 Tab) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is adicardial 120 tab a food product,informational
dayjoy_master_intent_dataset_90,dayjoy_master_intent_dataset,90,DP of DJP1074,The Distributor Price (DP) is ₹99.0.,pricing,dp,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1074,pricing
dayjoy_master_intent_dataset_91,dayjoy_master_intent_dataset,91,Tell me about Nano Tech-19 (500ml),This is a premium product under HappyGrow.,informational,product_discovery,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about nano tech 19 500ml,informational
dayjoy_master_intent_dataset_92,dayjoy_master_intent_dataset,92,"I have Joint Stiffness & Noises (Crepitations), what should I take?","Dayjoy suggests ORTHOFIX TABLET for Joint Stiffness & Noises (Crepitations). This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have joint stiffness noises crepitations what should,health-condition
dayjoy_master_intent_dataset_93,dayjoy_master_intent_dataset,93,Do you have Milk Bath Soap (Pack of 3) (100g)?,"Yes, Milk Bath Soap (Pack of 3) (100g) is available. Code: DJP1039",transactional,availability,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have milk bath soap pack of,transactional
dayjoy_master_intent_dataset_94,dayjoy_master_intent_dataset,94,What is the MRP of Gold Facial Kit?,The MRP is ₹449.0.,pricing,mrp,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of gold facial kit,pricing
dayjoy_master_intent_dataset_95,dayjoy_master_intent_dataset,95,How much is in one pack of N-SF 10.5 Mineraliser?,The pack size is nan.,informational,pack_size,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of n,informational
dayjoy_master_intent_dataset_96,dayjoy_master_intent_dataset,96,DP of DJP1127,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1127,pricing
dayjoy_master_intent_dataset_97,dayjoy_master_intent_dataset,97,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for fatigue,recommendation
dayjoy_master_intent_dataset_98,dayjoy_master_intent_dataset,98,"I have Disturbed Concentration, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have disturbed concentration what should i take,health-condition
dayjoy_master_intent_dataset_99,dayjoy_master_intent_dataset,99,How much BV for Face Serum (30ml)?,The Business Volume (BV) is 170.0.,pricing,bv,Face Serum (30ml),DJP1057,DJ-SKI-0058,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for face serum 30ml,pricing
dayjoy_master_intent_dataset_100,dayjoy_master_intent_dataset,100,Is Milk Bath Soap (100g) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Milk Bath Soap (100g),DJP1038,DJ-PER-0039,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is milk bath soap 100g a food product,informational
dayjoy_master_intent_dataset_101,dayjoy_master_intent_dataset,101,Which product is good for Weakness?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for weakness,recommendation
dayjoy_master_intent_dataset_102,dayjoy_master_intent_dataset,102,Which product is good for Poor Nail Health?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for poor nail health,recommendation
dayjoy_master_intent_dataset_103,dayjoy_master_intent_dataset,103,Is Dayjoy Pin a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is dayjoy pin a food product,informational
dayjoy_master_intent_dataset_104,dayjoy_master_intent_dataset,104,"I have Cough, Cold and Fever, what should I take?","Dayjoy suggests HIENERGY TABLETS for Cough, Cold and Fever. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have cough cold and fever what should,health-condition
dayjoy_master_intent_dataset_105,dayjoy_master_intent_dataset,105,Which product is good for Skin Sensitivity?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for skin sensitivity,recommendation
dayjoy_master_intent_dataset_106,dayjoy_master_intent_dataset,106,Is New Dayjoy Product Brochure (Telugu) a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is new dayjoy product brochure telugu a food,informational
dayjoy_master_intent_dataset_107,dayjoy_master_intent_dataset,107,How much is in one pack of Bio-Germanium & Magnetic Mattress (Pack of 2)?,The pack size is Pack of 2.,informational,pack_size,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of bio,informational
dayjoy_master_intent_dataset_108,dayjoy_master_intent_dataset,108,Which product is good for Dizziness or Light Headedness?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for dizziness or light,recommendation
dayjoy_master_intent_dataset_109,dayjoy_master_intent_dataset,109,What is Ecofriendly Toothbrush (Pack of 2)?,Ecofriendly Toothbrush (Pack of 2) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is ecofriendly toothbrush pack of 2,informational
dayjoy_master_intent_dataset_110,dayjoy_master_intent_dataset,110,Do you have Astheal Cough Syrup (100ml)?,"Yes, Astheal Cough Syrup (100ml) is available. Code: DJP1074",transactional,availability,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have astheal cough syrup 100ml,transactional
dayjoy_master_intent_dataset_111,dayjoy_master_intent_dataset,111,Which product is good for Extreme Hunger?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for extreme hunger,recommendation
