conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
conv_43,1,customer,"I have Frequent Urination, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Frequent Urination, what should I take?",ticket_memory,health-condition;consultation,i have frequent urination what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_43,2,agent,"Dayjoy suggests DIBEAT TABLETS for Frequent Urination. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests DIBEAT TABLETS for Frequent Urination. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests dibeat tablets for frequent urination this,high,intent_dataset,synthetic or source-backed conversation example
conv_44,1,customer,Can I sell Dayjoy products part-time?,chat,support_ticket,business,joining,en-IN,neutral,open,medium,intent_dataset,Can I sell Dayjoy products part-time?,ticket_memory,business;joining,can i sell dayjoy products part time,high,intent_dataset,synthetic or source-backed conversation example
conv_44,2,agent,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",chat,support_ticket,business,joining,en-IN,positive,resolved,medium,intent_dataset,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",ticket_memory,business;joining,yes you can set your own work hours,high,intent_dataset,synthetic or source-backed conversation example
conv_45,1,customer,How much is in one pack of Perfect-Ion Leaflets (Set of 25)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Perfect-Ion Leaflets (Set of 25)?,ticket_memory,informational;pack_size,how much is in one pack of perfect,high,intent_dataset,synthetic or source-backed conversation example
conv_45,2,agent,The pack size is Set of 25.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is Set of 25.,ticket_memory,informational;pack_size,the pack size is set of 25,high,intent_dataset,synthetic or source-backed conversation example
conv_46,1,customer,Tell me about Shatavari Extract (60 Veg Capsules),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Shatavari Extract (60 Veg Capsules),ticket_memory,informational;product_discovery,tell me about shatavari extract 60 veg capsules,high,intent_dataset,synthetic or source-backed conversation example
conv_46,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_47,1,customer,What is Sunscreen SPF 50+ (50gm)?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Sunscreen SPF 50+ (50gm)?,ticket_memory,informational;product_info,what is sunscreen spf 50 50gm,high,intent_dataset,synthetic or source-backed conversation example
conv_47,2,agent,Sunscreen SPF 50+ (50gm) is a SKIN CARE product by Dayjoy.,chat,support_ticket,informational,product_info,en-IN,positive,resolved,medium,intent_dataset,Sunscreen SPF 50+ (50gm) is a SKIN CARE product by Dayjoy.,ticket_memory,informational;product_info,sunscreen spf 50 50gm is a skin care,high,intent_dataset,synthetic or source-backed conversation example
conv_48,1,customer,"I have Rapid Weight Gain, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Rapid Weight Gain, what should I take?",ticket_memory,health-condition;consultation,i have rapid weight gain what should i,high,intent_dataset,synthetic or source-backed conversation example
conv_48,2,agent,"Dayjoy suggests AMPLE MEAL for Rapid Weight Gain. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests AMPLE MEAL for Rapid Weight Gain. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests ample meal for rapid weight gain,high,intent_dataset,synthetic or source-backed conversation example
conv_49,1,customer,Which product is good for Anxiety?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Anxiety?,ticket_memory,recommendation;health_need,which product is good for anxiety,high,intent_dataset,synthetic or source-backed conversation example
conv_49,2,agent,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider adicardial,high,intent_dataset,synthetic or source-backed conversation example
conv_50,1,customer,How much is in one pack of Daily Care Cream (60g)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Daily Care Cream (60g)?,ticket_memory,informational;pack_size,how much is in one pack of daily,high,intent_dataset,synthetic or source-backed conversation example
conv_50,2,agent,The pack size is 60g.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 60g.,ticket_memory,informational;pack_size,the pack size is 60g,high,intent_dataset,synthetic or source-backed conversation example
conv_51,1,customer,"I have High Blood Pressure, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have High Blood Pressure, what should I take?",ticket_memory,health-condition;consultation,i have high blood pressure what should i,high,intent_dataset,synthetic or source-backed conversation example
conv_51,2,agent,"Dayjoy suggests ADILIPO TABLET for High Blood Pressure. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ADILIPO TABLET for High Blood Pressure. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests adilipo tablet for high blood pressure,high,intent_dataset,synthetic or source-backed conversation example
conv_52,1,customer,What is Organic Jeera (250g)?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Organic Jeera (250g)?,ticket_memory,informational;product_info,what is organic jeera 250g,high,intent_dataset,synthetic or source-backed conversation example
conv_52,2,agent,Organic Jeera (250g) is a FOOD PRODUCTS product by Dayjoy.,chat,support_ticket,informational,product_info,en-IN,positive,resolved,medium,intent_dataset,Organic Jeera (250g) is a FOOD PRODUCTS product by Dayjoy.,ticket_memory,informational;product_info,organic jeera 250g is a food products product,high,intent_dataset,synthetic or source-backed conversation example
conv_53,1,customer,Tell me about Gas-O-Free (500ml),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Gas-O-Free (500ml),ticket_memory,informational;product_discovery,tell me about gas o free 500ml,high,intent_dataset,synthetic or source-backed conversation example
conv_53,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_54,1,customer,Can I return it?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,Can I return it?,ticket_memory,policy;shipping_refund,can i return it,high,intent_dataset,synthetic or source-backed conversation example
conv_54,2,agent,You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,ticket_memory,policy;shipping_refund,you may return marketable products within 30 days,high,intent_dataset,synthetic or source-backed conversation example
conv_55,1,customer,Which product is good for Photo Damage (UV Rays)?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Photo Damage (UV Rays)?,ticket_memory,recommendation;health_need,which product is good for photo damage uv,high,intent_dataset,synthetic or source-backed conversation example
conv_55,2,agent,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider golden,high,intent_dataset,synthetic or source-backed conversation example
conv_56,1,customer,Which product is good for Itching around one or more of the veins?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Itching around one or more of the veins?,ticket_memory,recommendation;health_need,which product is good for itching around one,high,intent_dataset,synthetic or source-backed conversation example
conv_56,2,agent,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider golden,high,intent_dataset,synthetic or source-backed conversation example
conv_57,1,customer,Tell me about Adicardial Syrup (500ml),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Adicardial Syrup (500ml),ticket_memory,informational;product_discovery,tell me about adicardial syrup 500ml,high,intent_dataset,synthetic or source-backed conversation example
conv_57,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_58,1,customer,Do you have L-Arginine++ - Energy Drink (100g)?,chat,support_ticket,transactional,availability,en-IN,neutral,open,medium,intent_dataset,Do you have L-Arginine++ - Energy Drink (100g)?,ticket_memory,transactional;availability,do you have l arginine energy drink 100g,high,intent_dataset,synthetic or source-backed conversation example
conv_58,2,agent,"Yes, L-Arginine++ - Energy Drink (100g) is available. Code: DJP1108",chat,support_ticket,transactional,availability,en-IN,positive,resolved,medium,intent_dataset,"Yes, L-Arginine++ - Energy Drink (100g) is available. Code: DJP1108",ticket_memory,transactional;availability,yes l arginine energy drink 100g is available,high,intent_dataset,synthetic or source-backed conversation example
conv_59,1,customer,How much BV for Garam Masala (100g)?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Garam Masala (100g)?,ticket_memory,pricing;bv,how much bv for garam masala 100g,high,intent_dataset,synthetic or source-backed conversation example
