intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by
148,Tell me about Rai (250g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Rai (250g),DJP1019,DJ-FOO-0020,high,Products Master,,tell about rai 250g,tell about rai 250g,Rai (250g),customer_safe_intent,
149,Which product is good for Night Blindness?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,night blindness,night blindness,,customer_safe_intent,
150,"I have Fever, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Fever. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have fever,have fever,,customer_safe_intent,
151,"I have Abdominal Pain, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Abdominal Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have abdominal pain,have abdominal pain,,customer_safe_intent,
153,"I have Poor Nail Health, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Poor Nail Health. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have poor nail health,have poor nail health,,customer_safe_intent,
154,Are Daily Tea (500g) and Milk Bath Soap (Pack of 3) (100g) the same?,"No, Daily Tea (500g) is in FOOD PRODUCTS while Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,daily tea 500g and milk bath soap pack 3 100g same,daily tea 500g and milk bath soap pack 3 100g same,,customer_safe_intent,
155,Is Amara Beauty Eyeliner a food product?,It is categorized under COLOR COSMETICS.,informational,product_category,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,high,Products Master,,amara beauty eyeliner food,amara beauty eyeliner food,Amara Beauty Eyeliner,customer_safe_intent,
156,"I have Loss of Appetite, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Loss of Appetite. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have loss appetite,have loss appetite,,customer_safe_intent,
157,"I have Cough, Sore Throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have cough sore throat,have cough sore throat,,customer_safe_intent,
159,Tell me about Vital Protein Powder (300gm),This is a premium product under Curind.,informational,product_discovery,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,,tell about vital protein powder 300gm,tell about vital protein powder 300gm,Vital Protein Powder (300gm),customer_safe_intent,
164,Tell me about Luxury Saffron Soap (100g),This is a premium product under Wild Muse.,informational,product_discovery,Luxury Saffron Soap (100g),DJP1031,DJ-PER-0032,high,Products Master,,tell about luxury saffron soap 100g,tell about luxury saffron soap 100g,Luxury Saffron Soap (100g),customer_safe_intent,
165,"I have Skin Sensitivity, what should I take?","Dayjoy suggests AMPLE MEAL for Skin Sensitivity. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have skin sensitivity,have skin sensitivity,,customer_safe_intent,
167,"I have Dementia, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Dementia. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have dementia,have dementia,,customer_safe_intent,
168,Are Haldi Powder (500g) and HB+ (500ml) the same?,"No, Haldi Powder (500g) is in FOOD PRODUCTS while HB+ (500ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,haldi powder 500g and hb 500ml same,haldi powder 500g and hb 500ml same,,customer_safe_intent,
171,What is the MRP of Adicardial (120 Tab)?,The MRP is ₹2099.0.,pricing,mrp,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Price List,,mrp adicardial 120 tab,mrp adicardial 120 tab,Adicardial (120 Tab),customer_safe_intent,
172,Which product is good for Delayed Growth and Development?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,delayed growth and development,delayed growth and development,,customer_safe_intent,
173,Tell me about Kahwa Masala Chai (25 Pcs),This is a premium product under Curind.,informational,product_discovery,Kahwa Masala Chai (25 Pcs),DJP1111,DJ-HEA-0112,high,Products Master,,tell about kahwa masala chai 25 pcs,tell about kahwa masala chai 25 pcs,Kahwa Masala Chai (25 Pcs),customer_safe_intent,
174,Is Premium Tulsi Max (30ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Products Master,,premium tulsi max 30ml food,premium tulsi max 30ml food,Premium Tulsi Max (30ml),customer_safe_intent,
180,Is Ample Meal - Meal Replacement Nutritional Shake (500g) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Ample Meal - Meal Replacement Nutritional Shake (500g),DJP1109,DJ-HEA-0110,high,Products Master,,ample meal meal replacement nutritional shake 500g food,ample meal meal replacement nutritional shake 500g food,Ample Meal - Meal Replacement Nutritional Shake (500g),customer_safe_intent,
185,"I have Pneumonia, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Pneumonia. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have pneumonia,have pneumonia,,customer_safe_intent,
186,Which product is good for Cold Hands and Feet?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,cold hands and feet,cold hands and feet,,customer_safe_intent,
187,Can I run Facebook ads for Dayjoy?,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,can run facebook ads dayjoy,can run facebook ads dayjoy,,customer_safe_intent,
188,Can I cancel my order?,Orders can be cancelled before dispatch. Processed orders cannot be cancelled.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,can cancel order,can cancel order,,customer_safe_intent,
189,Which product is good for An achy or heavy feeling in the legs?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,achy or heavy feeling legs,achy or heavy feeling legs,,customer_safe_intent,
191,"I have Drainage down the back of the throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Drainage down the back of the throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have drainage down back throat,have drainage down back throat,,customer_safe_intent,
192,What is the MRP of Shilajit Gummies (60 Gummies)?,The MRP is ₹1499.0.,pricing,mrp,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Price List,,mrp shilajit gummies 60 gummies,mrp shilajit gummies 60 gummies,Shilajit Gummies (60 Gummies),customer_safe_intent,
193,Tell me about Total Joy Rice Bran Oil (2 Litre),This is a premium product under Total Joy.,informational,product_discovery,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,,tell about total joy rice bran oil 2 litre,tell about total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),customer_safe_intent,
194,Tell me about JuniorJoy - Kids Nutritional Drink (300g),This is a premium product under Curind.,informational,product_discovery,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Products Master,,tell about juniorjoy kids nutritional drink 300g,tell about juniorjoy kids nutritional drink 300g,JuniorJoy - Kids Nutritional Drink (300g),customer_safe_intent,
195,"I have Difficulty falling asleep at night, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Difficulty falling asleep at night. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have difficulty falling asleep at night,have difficulty falling asleep at night,,customer_safe_intent,
196,What is the MRP of Nano Tech-19 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,,mrp nano tech 19 500ml,mrp nano tech 19 500ml,Nano Tech-19 (500ml),customer_safe_intent,
197,"I have Delayed Growth and Development, what should I take?","Dayjoy suggests HIENERGY TABLETS for Delayed Growth and Development. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have delayed growth and development,have delayed growth and development,,customer_safe_intent,
200,Which product is good for Pain Around Your Anus?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,pain around your anus,pain around your anus,,customer_safe_intent,
201,Which product is good for Easy Bruising?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,easy bruising,easy bruising,,customer_safe_intent,
203,"I have Hypoactive Sexual Desire Disorder, what should I take?","Dayjoy suggests ADILAFORTE TABLET for Hypoactive Sexual Desire Disorder. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have hypoactive sexual desire disorder,have hypoactive sexual desire disorder,,customer_safe_intent,
204,"I have Changes in Vision, what should I take?","Dayjoy suggests AMPLE MEAL for Changes in Vision. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have changes vision,have changes vision,,customer_safe_intent,
205,Which product is good for Nausea/Vomiting?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,nausea vomiting,nausea vomiting,,customer_safe_intent,
209,What is Mirchi Powder (500g)?,Mirchi Powder (500g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Products Master,,mirchi powder 500g,mirchi powder 500g,Mirchi Powder (500g),customer_safe_intent,
210,Which product is good for Aging?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,aging,aging,,customer_safe_intent,
211,Which product is good for Pain when lifting the leg?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,pain when lifting leg,pain when lifting leg,,customer_safe_intent,
212,"I have Tingling Sensations and Numbness, what should I take?","Dayjoy suggests DIBEAT TABLETS for Tingling Sensations and Numbness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have tingling sensations and numbness,have tingling sensations and numbness,,customer_safe_intent,
214,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,,where dayjoy manufacturing,where dayjoy manufacturing,,customer_safe_intent,
216,Is GoPiles Syrup (500ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,,gopiles syrup 500ml food,gopiles syrup 500ml food,GoPiles Syrup (500ml),customer_safe_intent,
222,Who pays for return shipping?,You are responsible for paying your own shipping cost for returning your items.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,who pays return shipping,who pays return shipping,,customer_safe_intent,
223,Do you have Anti Pollution Aloevera Face Wash (100ml)?,"Yes, Anti Pollution Aloevera Face Wash (100ml) is available. Code: DJP1027",transactional,availability,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,,do you have anti pollution aloevera face wash 100ml,do you have anti pollution aloevera face wash 100ml,Anti Pollution Aloevera Face Wash (100ml),customer_safe_intent,
224,"I have Slow Healing of Wound, what should I take?","Dayjoy suggests HIENERGY TABLETS for Slow Healing of Wound. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have slow healing wound,have slow healing wound,,customer_safe_intent,
225,Do you have New Dayjoy Product Brochure (Hindi)?,"Yes, New Dayjoy Product Brochure (Hindi) is available. Code: DJP1154",transactional,availability,New Dayjoy Product Brochure (Hindi),DJP1154,DJ-PRO-0155,high,Products Master,,do you have new dayjoy brochure hindi,do you have new dayjoy brochure hindi,New Dayjoy Product Brochure (Hindi),customer_safe_intent,
226,Tell me about Deep Cleansing Face Wash (100ml),This is a premium product under Wild Muse.,informational,product_discovery,Deep Cleansing Face Wash (100ml),DJP1052,DJ-PER-0053,high,Products Master,,tell about deep cleansing face wash 100ml,tell about deep cleansing face wash 100ml,Deep Cleansing Face Wash (100ml),customer_safe_intent,
