intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
74,Are New Dayjoy Product Brochure (Hindi) and Orthofix Oil (100ml) the same?,"No, New Dayjoy Product Brochure (Hindi) is in PROMOTION TOOLS while Orthofix Oil (100ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,new dayjoy brochure hindi and orthofix oil 100ml same,new dayjoy brochure hindi and orthofix oil 100ml same,,customer_safe_intent,,False,,product_database,canonical_product
75,DP of DJP1035,The Distributor Price (DP) is ₹91.0.,pricing,dp,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,,dp djp1035,dp djp1035,Kesham (100ml),internal_distributor_intent,,False,product_name=Kesham (100ml); product_code=DJP1035; sku=DJ-PER-0036; recommended_product=Kesham (100ml),pricing_database,canonical_pricing
76,Tell me about Orthofix Oil (100ml),This is a premium product under Curind.,informational,product_discovery,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,,tell about orthofix oil 100ml,tell about orthofix oil 100ml,Orthofix Oil (100ml),customer_safe_intent,,False,product_name=Orthofix Oil (100ml); product_code=DJP1099; sku=DJ-HEA-0100; recommended_product=Orthofix Oil (100ml),product_database,canonical_product
77,"I have Tenderness, what should I take?","Dayjoy suggests ORTHOFIX TABLET for Tenderness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have tenderness,have tenderness,,customer_safe_intent,,False,symptom=have tenderness,rag_retrieval,rag_chunk
78,Is Quick 6 Pain Relief Gel (30g) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Products Master,,quick 6 pain relief gel 30g food,quick 6 pain relief gel 30g food,Quick 6 Pain Relief Gel (30g),customer_safe_intent,,False,product_name=Quick 6 Pain Relief Gel (30g); product_code=DJP1101; sku=DJ-HEA-0102; recommended_product=Quick 6 Pain Relief Gel (30g),product_database,canonical_product
79,How much is in one pack of Daily Tea (500g)?,The pack size is 500g.,informational,pack_size,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Products Master,,how much one pack daily tea 500g,how much one pack daily tea 500g,Daily Tea (500g),internal_distributor_intent,,False,product_name=Daily Tea (500g); product_code=DJP1004; sku=DJ-FOO-0005; recommended_product=Daily Tea (500g),product_database,canonical_product
80,Which product is good for Palpitations?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,palpitations,palpitations,,customer_safe_intent,,False,symptom=palpitations,rag_retrieval,rag_chunk
81,Which product is good for Reduced amount of urine?,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,reduced amount urine,reduced amount urine,,customer_safe_intent_approved,Dayjoy approved,True,symptom=reduced amount urine,rag_retrieval,rag_chunk
82,Which product is good for Dry Skin?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,dry skin,dry skin,,customer_safe_intent,,False,symptom=dry skin,rag_retrieval,rag_chunk
83,"I have Difficulty bending the foot, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty bending the foot. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have difficulty bending foot,have difficulty bending foot,,customer_safe_intent,,False,symptom=have difficulty bending foot,rag_retrieval,rag_chunk
84,Tell me about Adila Forte (30 Tab),This is a premium product under Curind.,informational,product_discovery,Adila Forte (30 Tab),DJP1068,DJ-HEA-0069,high,Products Master,,tell about adila forte 30 tab,tell about adila forte 30 tab,Adila Forte (30 Tab),customer_safe_intent,,False,product_name=Adila Forte (30 Tab); product_code=DJP1068; sku=DJ-HEA-0069; recommended_product=Adila Forte (30 Tab),product_database,canonical_product
85,How do I join Dayjoy?,You can join by purchasing products through an existing Independent Distributor or via the official website.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,how do join dayjoy,how do join dayjoy,,internal_distributor_intent,,False,,compensation_database,canonical_compensation
87,How much BV for Dhaniya Powder (500g)?,The Business Volume (BV) is 30.0.,pricing,bv,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Price List,,how much bv dhaniya powder 500g,how much bv dhaniya powder 500g,Dhaniya Powder (500g),internal_distributor_intent,,False,product_name=Dhaniya Powder (500g); product_code=DJP1007; sku=DJ-FOO-0008; recommended_product=Dhaniya Powder (500g),pricing_database,canonical_pricing
88,Which product is good for Lack of Energy?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,lack energy,lack energy,,customer_safe_intent,,False,symptom=lack energy,rag_retrieval,rag_chunk
89,Is Adicardial (120 Tab) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Products Master,,adicardial 120 tab food,adicardial 120 tab food,Adicardial (120 Tab),customer_safe_intent,,False,product_name=Adicardial (120 Tab); product_code=DJP1066; sku=DJ-HEA-0067; recommended_product=Adicardial (120 Tab),product_database,canonical_product
90,DP of DJP1074,The Distributor Price (DP) is ₹99.0.,pricing,dp,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,,dp djp1074,dp djp1074,Astheal Cough Syrup (100ml),internal_distributor_intent,,False,product_name=Astheal Cough Syrup (100ml); product_code=DJP1074; sku=DJ-HEA-0075; recommended_product=Astheal Cough Syrup (100ml),pricing_database,canonical_pricing
91,Tell me about Nano Tech-19 (500ml),This is a premium product under HappyGrow.,informational,product_discovery,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,,tell about nano tech 19 500ml,tell about nano tech 19 500ml,Nano Tech-19 (500ml),customer_safe_intent,,False,product_name=Nano Tech-19 (500ml); product_code=DJP1124; sku=DJ-AGR-0125; recommended_product=Nano Tech-19 (500ml),product_database,canonical_product
92,"I have Joint Stiffness & Noises (Crepitations), what should I take?","Dayjoy suggests ORTHOFIX TABLET for Joint Stiffness & Noises (Crepitations). This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have joint stiffness noises crepitations,have joint stiffness noises crepitations,,customer_safe_intent,,False,symptom=have joint stiffness noises crepitations,rag_retrieval,rag_chunk
93,Do you have Milk Bath Soap (Pack of 3) (100g)?,"Yes, Milk Bath Soap (Pack of 3) (100g) is available. Code: DJP1039",transactional,availability,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,high,Products Master,,do you have milk bath soap pack 3 100g,do you have milk bath soap pack 3 100g,Milk Bath Soap (Pack of 3) (100g),customer_safe_intent,,False,product_name=Milk Bath Soap (Pack of 3) (100g); product_code=DJP1039; sku=DJ-PER-0040; recommended_product=Milk Bath Soap (Pack of 3) (100g),product_database,canonical_product
94,What is the MRP of Gold Facial Kit?,The MRP is ₹449.0.,pricing,mrp,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Price List,,mrp gold facial kit,mrp gold facial kit,Gold Facial Kit,customer_safe_intent,,False,product_name=Gold Facial Kit; product_code=DJP1058; sku=DJ-SKI-0059; recommended_product=Gold Facial Kit,pricing_database,canonical_pricing
95,How much is in one pack of N-SF 10.5 Mineraliser?,The pack size is nan.,informational,pack_size,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Products Master,,how much one pack n sf 10 5 mineraliser,how much one pack n sf 10 5 mineraliser,N-SF 10.5 Mineraliser,internal_distributor_intent,,False,product_name=N-SF 10.5 Mineraliser; product_code=DJP1145; sku=DJ-AQU-0146; recommended_product=N-SF 10.5 Mineraliser,product_database,canonical_product
96,DP of DJP1127,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Price List,,dp djp1127,dp djp1127,Nano Tech-52 (500ml),internal_distributor_intent,,False,product_name=Nano Tech-52 (500ml); product_code=DJP1127; sku=DJ-AGR-0128; recommended_product=Nano Tech-52 (500ml),pricing_database,canonical_pricing
97,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,fatigue,fatigue,,customer_safe_intent_approved,Dayjoy approved,True,symptom=fatigue,rag_retrieval,rag_chunk
98,"I have Disturbed Concentration, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have disturbed concentration,have disturbed concentration,,customer_safe_intent,,False,symptom=have disturbed concentration,rag_retrieval,rag_chunk
99,How much BV for Face Serum (30ml)?,The Business Volume (BV) is 170.0.,pricing,bv,Face Serum (30ml),DJP1057,DJ-SKI-0058,high,Price List,,how much bv face serum 30ml,how much bv face serum 30ml,Face Serum (30ml),internal_distributor_intent,,False,product_name=Face Serum (30ml); product_code=DJP1057; sku=DJ-SKI-0058; recommended_product=Face Serum (30ml),pricing_database,canonical_pricing
100,Is Milk Bath Soap (100g) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Milk Bath Soap (100g),DJP1038,DJ-PER-0039,high,Products Master,,milk bath soap 100g food,milk bath soap 100g food,Milk Bath Soap (100g),customer_safe_intent,,False,product_name=Milk Bath Soap (100g); product_code=DJP1038; sku=DJ-PER-0039; recommended_product=Milk Bath Soap (100g),product_database,canonical_product
101,Which product is good for Weakness?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,weakness,weakness,,customer_safe_intent_approved,Dayjoy approved,True,symptom=weakness,rag_retrieval,rag_chunk
102,Which product is good for Poor Nail Health?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,poor nail health,poor nail health,,customer_safe_intent,,False,symptom=poor nail health,rag_retrieval,rag_chunk
103,Is Dayjoy Pin a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Pin,DJP1152,DJ-PRO-0153,high,Products Master,,dayjoy pin food,dayjoy pin food,Dayjoy Pin,customer_safe_intent,,False,product_name=Dayjoy Pin; product_code=DJP1152; sku=DJ-PRO-0153; recommended_product=Dayjoy Pin,product_database,canonical_product
105,Which product is good for Skin Sensitivity?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,skin sensitivity,skin sensitivity,,customer_safe_intent,,False,symptom=skin sensitivity,rag_retrieval,rag_chunk
106,Is New Dayjoy Product Brochure (Telugu) a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,high,Products Master,,new dayjoy brochure telugu food,new dayjoy brochure telugu food,New Dayjoy Product Brochure (Telugu),customer_safe_intent,,False,product_name=New Dayjoy Product Brochure (Telugu); product_code=DJP1156; sku=DJ-PRO-0157; recommended_product=New Dayjoy Product Brochure (Telugu),product_database,canonical_product
107,How much is in one pack of Bio-Germanium & Magnetic Mattress (Pack of 2)?,The pack size is Pack of 2.,informational,pack_size,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,high,Products Master,,how much one pack bio germanium magnetic mattress pack 2,how much one pack bio germanium magnetic mattress pack 2,Bio-Germanium & Magnetic Mattress (Pack of 2),internal_distributor_intent,,False,product_name=Bio-Germanium & Magnetic Mattress (Pack of 2); product_code=DJP1137; sku=DJ-GER-0138; recommended_product=Bio-Germanium & Magnetic Mattress (Pack of 2),product_database,canonical_product
108,Which product is good for Dizziness or Light Headedness?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,dizziness or light headedness,dizziness or light headedness,,customer_safe_intent,,False,symptom=dizziness or light headedness,rag_retrieval,rag_chunk
109,What is Ecofriendly Toothbrush (Pack of 2)?,Ecofriendly Toothbrush (Pack of 2) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Products Master,,ecofriendly toothbrush pack 2,ecofriendly toothbrush pack 2,Ecofriendly Toothbrush (Pack of 2),customer_safe_intent,,False,product_name=Ecofriendly Toothbrush (Pack of 2); product_code=DJP1032; sku=DJ-PER-0033; recommended_product=Ecofriendly Toothbrush (Pack of 2),product_database,canonical_product
110,Do you have Astheal Cough Syrup (100ml)?,"Yes, Astheal Cough Syrup (100ml) is available. Code: DJP1074",transactional,availability,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Products Master,,do you have astheal cough syrup 100ml,do you have astheal cough syrup 100ml,Astheal Cough Syrup (100ml),customer_safe_intent,,False,product_name=Astheal Cough Syrup (100ml); product_code=DJP1074; sku=DJ-HEA-0075; recommended_product=Astheal Cough Syrup (100ml),product_database,canonical_product
111,Which product is good for Extreme Hunger?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,extreme hunger,extreme hunger,,customer_safe_intent,,False,symptom=extreme hunger,rag_retrieval,rag_chunk
112,How much is in one pack of AgeX Anti-Ageing Night Cream (50gm)?,The pack size is 50gm.,informational,pack_size,AgeX Anti-Ageing Night Cream (50gm),DJP1061,DJ-SKI-0062,high,Products Master,,how much one pack agex anti ageing night cream 50gm,how much one pack agex anti ageing night cream 50gm,AgeX Anti-Ageing Night Cream (50gm),internal_distributor_intent,,False,product_name=AgeX Anti-Ageing Night Cream (50gm); product_code=DJP1061; sku=DJ-SKI-0062; recommended_product=AgeX Anti-Ageing Night Cream (50gm),product_database,canonical_product
