intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes
148,Tell me about Rai (250g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Rai (250g),DJP1019,DJ-FOO-0020,high,Products Master,
149,Which product is good for Night Blindness?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
150,"I have Fever, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Fever. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
151,"I have Abdominal Pain, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Abdominal Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
152,How much BV for Dayjoy Leather Bag?,The Business Volume (BV) is 550.0.,pricing,bv,Dayjoy Leather Bag,DJP1147,DJ-PRO-0148,high,Price List,
153,"I have Poor Nail Health, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Poor Nail Health. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
154,Are Daily Tea (500g) and Milk Bath Soap (Pack of 3) (100g) the same?,"No, Daily Tea (500g) is in FOOD PRODUCTS while Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,
155,Is Amara Beauty Eyeliner a food product?,It is categorized under COLOR COSMETICS.,informational,product_category,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,high,Products Master,
156,"I have Loss of Appetite, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Loss of Appetite. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
157,"I have Cough, Sore Throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
158,DP of DJP1018,The Distributor Price (DP) is ₹275.0.,pricing,dp,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Price List,
159,Tell me about Vital Protein Powder (300gm),This is a premium product under Curind.,informational,product_discovery,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,
160,How much is in one pack of Hydra Aloevera Body Lotion (300ml)?,The pack size is 300ml.,informational,pack_size,Hydra Aloevera Body Lotion (300ml),DJP1034,DJ-PER-0035,high,Products Master,
161,Is Dayjoy FSSAI approved?,"Yes, Dayjoy holds FSSAI License Number 12224999000129 valid until 2030.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
162,How much BV for Seabuckthron Facial Fluid (10ml)?,The Business Volume (BV) is 52.0.,pricing,bv,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,high,Price List,
163,How much is in one pack of Daily Tea (250g)?,The pack size is 250g.,informational,pack_size,Daily Tea (250g),DJP1003,DJ-FOO-0004,high,Products Master,
164,Tell me about Luxury Saffron Soap (100g),This is a premium product under Wild Muse.,informational,product_discovery,Luxury Saffron Soap (100g),DJP1031,DJ-PER-0032,high,Products Master,
165,"I have Skin Sensitivity, what should I take?","Dayjoy suggests AMPLE MEAL for Skin Sensitivity. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
166,Can I sell Dayjoy products part-time?,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
167,"I have Dementia, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Dementia. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
168,Are Haldi Powder (500g) and HB+ (500ml) the same?,"No, Haldi Powder (500g) is in FOOD PRODUCTS while HB+ (500ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,
169,Can I return it?,You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,policy,shipping_refund,,,,high,Shipping/Refund Policy,
170,Who leads R&D at Dayjoy?,R&D is guided by Dr. Ram Pal Somani and Mr. Yogendra Kumar Choudhary.,company,info,,,,high,Dayjoy Brochure,
171,What is the MRP of Adicardial (120 Tab)?,The MRP is ₹2099.0.,pricing,mrp,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Price List,
172,Which product is good for Delayed Growth and Development?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
173,Tell me about Kahwa Masala Chai (25 Pcs),This is a premium product under Curind.,informational,product_discovery,Kahwa Masala Chai (25 Pcs),DJP1111,DJ-HEA-0112,high,Products Master,
174,Is Premium Tulsi Max (30ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Products Master,
175,How much BV for Shilajit Gummies (60 Gummies)?,The Business Volume (BV) is 400.0.,pricing,bv,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Price List,
176,How much is in one pack of GoPiles Syrup (500ml)?,The pack size is 500ml.,informational,pack_size,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,
177,DP of DJP1017,The Distributor Price (DP) is ₹110.0.,pricing,dp,Mirchi Powder (200g),DJP1017,DJ-FOO-0018,high,Price List,
178,How long is delivery?,The average time for delivery is between 2 - 7 days depending on location.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
179,How much is in one pack of Perfect-Ion Leaflets (Set of 25)?,The pack size is Set of 25.,informational,pack_size,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Products Master,
180,Is Ample Meal - Meal Replacement Nutritional Shake (500g) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Ample Meal - Meal Replacement Nutritional Shake (500g),DJP1109,DJ-HEA-0110,high,Products Master,
181,Which product is good for Blurred Vision?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
182,How much is in one pack of Kahwa Masala Chai (25 Pcs)?,The pack size is 25 Pcs.,informational,pack_size,Kahwa Masala Chai (25 Pcs),DJP1111,DJ-HEA-0112,high,Products Master,
183,How much is in one pack of Prosperous+ Tablets?,The pack size is nan.,informational,pack_size,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,high,Products Master,
184,How much is in one pack of Liv-Ease (200ml)?,The pack size is 200ml.,informational,pack_size,Liv-Ease (200ml),DJP1092,DJ-HEA-0093,high,Products Master,
185,"I have Pneumonia, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Pneumonia. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
186,Which product is good for Cold Hands and Feet?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
187,Can I run Facebook ads for Dayjoy?,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
188,Can I cancel my order?,Orders can be cancelled before dispatch. Processed orders cannot be cancelled.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
189,Which product is good for An achy or heavy feeling in the legs?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
190,How long is delivery?,The average time for delivery is between 2 - 7 days depending on location.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
191,"I have Drainage down the back of the throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Drainage down the back of the throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
192,What is the MRP of Shilajit Gummies (60 Gummies)?,The MRP is ₹1499.0.,pricing,mrp,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Price List,
193,Tell me about Total Joy Rice Bran Oil (2 Litre),This is a premium product under Total Joy.,informational,product_discovery,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,
194,Tell me about JuniorJoy - Kids Nutritional Drink (300g),This is a premium product under Curind.,informational,product_discovery,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Products Master,
195,"I have Difficulty falling asleep at night, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Difficulty falling asleep at night. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
196,What is the MRP of Nano Tech-19 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,
197,"I have Delayed Growth and Development, what should I take?","Dayjoy suggests HIENERGY TABLETS for Delayed Growth and Development. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
198,Can I sell Dayjoy products part-time?,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
199,DP of DJP1036,The Distributor Price (DP) is ₹95.0.,pricing,dp,Luxwash Handwash (250ml),DJP1036,DJ-PER-0037,high,Price List,
200,Which product is good for Pain Around Your Anus?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
201,Which product is good for Easy Bruising?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
202,DP of DJP1120,The Distributor Price (DP) is ₹180.0.,pricing,dp,Designer Mask (Pack of 5),DJP1120,DJ-CLO-0121,high,Price List,
203,"I have Hypoactive Sexual Desire Disorder, what should I take?","Dayjoy suggests ADILAFORTE TABLET for Hypoactive Sexual Desire Disorder. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
204,"I have Changes in Vision, what should I take?","Dayjoy suggests AMPLE MEAL for Changes in Vision. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
205,Which product is good for Nausea/Vomiting?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
206,How much is in one pack of Hydra Aloevera Body Lotion (300ml)?,The pack size is 300ml.,informational,pack_size,Hydra Aloevera Body Lotion (300ml),DJP1034,DJ-PER-0035,high,Products Master,
207,How much is in one pack of JuniorJoy - Kids Nutritional Drink (300g)?,The pack size is 300g.,informational,pack_size,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Products Master,
208,"I have Fatigue, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
209,What is Mirchi Powder (500g)?,Mirchi Powder (500g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Products Master,
210,Which product is good for Aging?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
211,Which product is good for Pain when lifting the leg?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
212,"I have Tingling Sensations and Numbness, what should I take?","Dayjoy suggests DIBEAT TABLETS for Tingling Sensations and Numbness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
213,Is cash refund available?,No cash refunds under any circumstances will be made.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
214,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,
215,How much is in one pack of Daily Tea (500g)?,The pack size is 500g.,informational,pack_size,Daily Tea (500g),DJP1004,DJ-FOO-0005,high,Products Master,
216,Is GoPiles Syrup (500ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Products Master,
217,"I have Fatigue, what should I take?","Dayjoy suggests DIBEAT TABLETS for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
218,What if my product arrives damaged?,Notify Dayjoy within 24 hours of receipt of the shipment.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
219,How much is in one pack of Seabuckthron Facial Kit (30g) (Pack of 6)?,The pack size is Pack of 6.,informational,pack_size,Seabuckthron Facial Kit (30g) (Pack of 6),DJP1045,DJ-PER-0046,high,Products Master,
220,What is the MRP of Nano Tech-19 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,
221,Which product is good for Night Blindness?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
222,Who pays for return shipping?,You are responsible for paying your own shipping cost for returning your items.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
223,Do you have Anti Pollution Aloevera Face Wash (100ml)?,"Yes, Anti Pollution Aloevera Face Wash (100ml) is available. Code: DJP1027",transactional,availability,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,
224,"I have Slow Healing of Wound, what should I take?","Dayjoy suggests HIENERGY TABLETS for Slow Healing of Wound. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
